Company,Item,Calories,"Total Fat
(g)","Saturated Fat
(g)","Cholesterol
(mg)","Sodium 
(mg)","Carbs
(g)","Fiber
(g)","Sugars
(g)","Protein
(g)",Item Type
Wendy’s,Son of Baconator,630.00 ,39.00 ,15.00 ,125.00 ,"1,280.00 ",37.00 ,2.00 ,7.00 ,34.00 ,
Wendy’s,3 Piece Chicken Tenders,330.00 ,16.00 ,2.50 ,75.00 ,"1,010.00 ",22.00 ,0.00 ,0.00 ,24.00 ,
Wendy’s,4 Piece Chicken Nuggets,170.00 ,11.00 ,2.00 ,35.00 ,340.00 ,10.00 ,0.00 ,0.00 ,9.00 ,
Wendy’s,4 Piece Chicken Tenders,430.00 ,21.00 ,3.50 ,100.00 ,"1,350.00 ",29.00 ,0.00 ,1.00 ,32.00 ,
Wendy’s,6 Picece Chicken Nuggets,250.00 ,16.00 ,3.50 ,50.00 ,510.00 ,14.00 ,1.00 ,0.00 ,13.00 ,
Wendy’s,6 Piece Chicken Tenders,650.00 ,32.00 ,5.00 ,150.00 ,"2,020.00 ",43.00 ,0.00 ,1.00 ,48.00 ,
Wendy’s,10 Piece Chicken Nuggets,420.00 ,27.00 ,5.00 ,80.00 ,850.00 ,24.00 ,1.00 ,0.00 ,22.00 ,
Wendy’s,Crispy Chicken BLT,420.00 ,23.00 ,6.00 ,50.00 ,950.00 ,35.00 ,2.00 ,5.00 ,20.00 ,
Wendy’s,Crispy Chicken Sandwich,330.00 ,16.00 ,3.00 ,30.00 ,600.00 ,33.00 ,2.00 ,4.00 ,14.00 ,
Wendy’s,Grilled Asiago Ranch Club,530.00 ,23.00 ,7.00 ,120.00 ,"1,220.00 ",36.00 ,3.00 ,6.00 ,43.00 ,
Wendy’s,Grilled Chicken Sandwich,370.00 ,10.00 ,2.00 ,90.00 ,830.00 ,38.00 ,3.00 ,8.00 ,34.00 ,
Wendy’s,Grilled Chicken Wrap,270.00 ,10.00 ,3.50 ,55.00 ,640.00 ,24.00 ,2.00 ,3.00 ,20.00 ,
Wendy’s,Homestyle Asiago Ranch Chicken Club,660.00 ,34.00 ,9.00 ,100.00 ,"1,650.00 ",52.00 ,3.00 ,7.00 ,38.00 ,
Wendy’s,Homestyle Chicken Sandwich,510.00 ,22.00 ,4.00 ,70.00 ,"1,150.00 ",51.00 ,3.00 ,6.00 ,28.00 ,
Wendy’s,Spicy Asiago Ranch Club,670.00 ,32.00 ,9.00 ,100.00 ,"1,530.00 ",55.00 ,4.00 ,6.00 ,38.00 ,
Wendy’s,Spicy Chicken Sandwich,510.00 ,20.00 ,3.50 ,65.00 ,"1,030.00 ",54.00 ,4.00 ,6.00 ,29.00 ,
Wendy’s,Spicy Chicken Wrap,370.00 ,20.00 ,5.00 ,50.00 ,850.00 ,30.00 ,2.00 ,2.00 ,18.00 ,
Wendy’s,"Apple Pecan Chicken Salad, Full Size",560.00 ,24.00 ,7.00 ,115.00 ,"1,020.00 ",52.00 ,7.00 ,40.00 ,38.00 ,
Wendy’s,"Apple Pecan Chicken Salad, Half Size",340.00 ,17.00 ,4.00 ,55.00 ,550.00 ,29.00 ,4.00 ,22.00 ,20.00 ,
Wendy’s,"Berry Burst Chicken Salad, Full Size",460.00 ,17.00 ,4.50 ,105.00 ,"1,090.00 ",41.00 ,7.00 ,29.00 ,41.00 ,
Wendy’s,"Berry Burst Chicken Salad, Half Size",290.00 ,13.00 ,2.50 ,50.00 ,570.00 ,23.00 ,5.00 ,15.00 ,23.00 ,
Wendy’s,Caesar Side Salad,240.00 ,15.00 ,4.00 ,30.00 ,500.00 ,19.00 ,3.00 ,4.00 ,8.00 ,S
Wendy’s,Garden Side Salad,250.00 ,18.00 ,4.00 ,20.00 ,460.00 ,18.00 ,2.00 ,4.00 ,7.00 ,S
Wendy’s,"Southwest Avocado Chicken Salad, Full Size",600.00 ,41.00 ,11.00 ,135.00 ,"1,220.00 ",18.00 ,7.00 ,7.00 ,42.00 ,
Wendy’s,"Southwest Avocado Chicken Salad, Half Size",300.00 ,20.00 ,6.00 ,70.00 ,620.00 ,10.00 ,4.00 ,4.00 ,21.00 ,
Wendy’s,"Spicy Caesar Chicken Salad, Full Size",720.00 ,42.00 ,12.00 ,150.00 ,"1,680.00 ",44.00 ,8.00 ,6.00 ,42.00 ,
Wendy’s,"Spicy Caesar Chicken Salad, Half Size",410.00 ,23.00 ,6.00 ,75.00 ,930.00 ,30.00 ,5.00 ,4.00 ,23.00 ,
Wendy’s,"Taco Salad, Full Size",660.00 ,32.00 ,13.00 ,85.00 ,"1,820.00 ",63.00 ,10.00 ,18.00 ,32.00 ,
Wendy’s,"Taco Salad, Half Size",470.00 ,23.00 ,8.00 ,45.00 ,"1,320.00 ",49.00 ,7.00 ,12.00 ,19.00 ,
Wendy’s,Baconator Fries,490.00 ,28.00 ,9.00 ,35.00 ,550.00 ,45.00 ,4.00 ,2.00 ,14.00 ,S
Wendy’s,Bacon Cheese Baked Potato,440.00 ,14.00 ,6.00 ,35.00 ,550.00 ,64.00 ,7.00 ,4.00 ,17.00 ,S
Wendy’s,Cheese Baked Potato,430.00 ,13.00 ,7.00 ,30.00 ,560.00 ,65.00 ,7.00 ,5.00 ,14.00 ,S
Wendy’s,Chili & Cheese Baked Potato,460.00 ,11.00 ,5.00 ,35.00 ,710.00 ,71.00 ,8.00 ,7.00 ,19.00 ,S
Wendy’s,"Chili, Large",250.00 ,7.00 ,3.00 ,50.00 ,"1,170.00 ",23.00 ,5.00 ,9.00 ,23.00 ,S
Wendy’s,"Chili, Small",170.00 ,5.00 ,2.00 ,35.00 ,780.00 ,16.00 ,4.00 ,6.00 ,15.00 ,S
Wendy’s,Chili Cheese Fries,500.00 ,25.00 ,8.00 ,35.00 ,710.00 ,53.00 ,6.00 ,4.00 ,16.00 ,S
Wendy’s,"Natural-Cut Fries, Junior",230.00 ,10.00 ,2.00 ,0.00 ,15.00 ,30.00 ,3.00 ,0.00 ,3.00 ,S
Wendy’s,"Natural-Cut Fries, Large",530.00 ,24.00 ,4.50 ,0.00 ,520.00 ,70.00 ,6.00 ,0.00 ,7.00 ,S
Wendy’s,"Natural-Cut Fries, Medium",420.00 ,19.00 ,3.50 ,0.00 ,420.00 ,56.00 ,5.00 ,0.00 ,6.00 ,S
Wendy’s,"Natural-Cut Fries, Small",320.00 ,15.00 ,2.50 ,0.00 ,320.00 ,43.00 ,4.00 ,0.00 ,5.00 ,S
Wendy’s,Plain Baked Potato,270.00 ,0.00 ,0.00 ,0.00 ,25.00 ,61.00 ,7.00 ,3.00 ,7.00 ,S
Wendy’s,Sour Cream and Chive Baked Potato,310.00 ,2.50 ,2.50 ,10.00 ,35.00 ,63.00 ,7.00 ,4.00 ,8.00 ,S
Wendy’s,Kids 2 Piece Chicken Tenders,200.00 ,10.00 ,1.50 ,45.00 ,620.00 ,13.00 ,0.00 ,0.00 ,15.00 ,
Wendy’s,Kids 4 Piece Chicken Nuggets,170.00 ,11.00 ,2.00 ,35.00 ,340.00 ,10.00 ,0.00 ,0.00 ,9.00 ,
Wendy’s,Kids Cheeseburger,280.00 ,13.00 ,6.00 ,50.00 ,540.00 ,25.00 ,1.00 ,5.00 ,15.00 ,
Wendy’s,Kids Grilled Chicken Wrap,270.00 ,10.00 ,3.50 ,55.00 ,640.00 ,24.00 ,2.00 ,3.00 ,20.00 ,
Wendy’s,Kids Hamburger,240.00 ,9.00 ,3.50 ,40.00 ,350.00 ,24.00 ,1.00 ,5.00 ,13.00 ,
Wendy’s,Artisan Egg Sandwich with Bacon,320.00 ,17.00 ,8.00 ,245.00 ,750.00 ,25.00 ,1.00 ,4.00 ,18.00 ,B
Wendy’s,Artisan Egg Sandwich with Sausage,480.00 ,33.00 ,13.00 ,275.00 ,980.00 ,27.00 ,1.00 ,4.00 ,21.00 ,B
Wendy’s,Bacon Breakfast Bowl,510.00 ,28.00 ,9.00 ,245.00 ,"1,390.00 ",44.00 ,4.00 ,2.00 ,19.00 ,B
Wendy’s,Biggie Breakfast Sandwich,610.00 ,40.00 ,15.00 ,290.00 ,"1,400.00 ",37.00 ,2.00 ,7.00 ,27.00 ,B
Wendy’s,Fresh-Baked Biscuit with Applewood Smoked Bacon,410.00 ,24.00 ,13.00 ,235.00 ,970.00 ,34.00 ,1.00 ,5.00 ,15.00 ,B
Wendy’s,Fresh Baked Biscuit with Natural Sausage,590.00 ,41.00 ,19.00 ,270.00 ,"1,270.00 ",36.00 ,1.00 ,6.00 ,20.00 ,B
Wendy’s,Gravy and Sausage Bowl,450.00 ,22.00 ,6.00 ,220.00 ,"1,260.00 ",50.00 ,4.00 ,2.00 ,12.00 ,B
Wendy’s,Honey Butter Chicken Biscuit,500.00 ,26.00 ,12.00 ,50.00 ,"1,120.00 ",48.00 ,1.00 ,9.00 ,19.00 ,B
Wendy’s,Sausage and Egg Burrito,360.00 ,20.00 ,8.00 ,210.00 ,920.00 ,29.00 ,1.00 ,2.00 ,17.00 ,B
Wendy’s,Sausage and Gravy Biscuit,490.00 ,29.00 ,14.00 ,20.00 ,"1,400.00 ",49.00 ,2.00 ,6.00 ,8.00 ,B
Wendy’s,Sausage Biscuit,480.00 ,33.00 ,15.00 ,50.00 ,"1,010.00 ",35.00 ,1.00 ,5.00 ,12.00 ,B
Wendy’s,Sausage Breakfast Bowl,640.00 ,42.00 ,14.00 ,270.00 ,"1,540.00 ",46.00 ,4.00 ,3.00 ,21.00 ,B
Wendy’s,"Seasoned Home-Style Potatoes, Large",360.00 ,13.00 ,2.50 ,0.00 ,"1,080.00 ",57.00 ,6.00 ,1.00 ,5.00 ,B
Wendy’s,"Seasoned Home-Style Potatoes, Medium",250.00 ,9.00 ,1.50 ,0.00 ,750.00 ,39.00 ,4.00 ,1.00 ,4.00 ,B
Wendy’s,"Seasoned Home-Style Potatoes, Small",230.00 ,8.00 ,1.50 ,0.00 ,680.00 ,35.00 ,4.00 ,0.00 ,3.00 ,B
Wendy’s,Two Sausage and Egg Burritos,720.00 ,41.00 ,16.00 ,420.00 ,"1,830.00 ",59.00 ,2.00 ,5.00 ,34.00 ,B
Wendy’s,Two Sausage Biscuits,960.00 ,65.00 ,31.00 ,95.00 ,"2,020.00 ",70.00 ,3.00 ,10.00 ,23.00 ,B
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast,390.00 ,21.00 ,4.00 ,120.00 ,"1,190.00 ",11.00 ,2.00 ,0.00 ,39.00 ,
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick,130.00 ,8.00 ,1.50 ,55.00 ,430.00 ,4.00 ,1.00 ,0.00 ,12.00 ,
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh,280.00 ,19.00 ,4.50 ,100.00 ,910.00 ,8.00 ,1.00 ,0.00 ,19.00 ,
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing,130.00 ,8.00 ,2.00 ,55.00 ,380.00 ,3.00 ,0.00 ,0.00 ,10.00 ,
KFC,Chicken Breast,770.00 ,60.00 ,10.00 ,105.00 ,"1,530.00 ",21.00 ,1.00 ,1.00 ,35.00 ,
KFC,Chicken Drumstick,250.00 ,21.00 ,3.50 ,50.00 ,530.00 ,6.00 ,1.00 ,0.00 ,11.00 ,
KFC,Chicken Thigh,500.00 ,40.00 ,7.00 ,100.00 ,970.00 ,11.00 ,1.00 ,1.00 ,22.00 ,
KFC,Chicken Whole Wing,290.00 ,25.00 ,4.00 ,45.00 ,520.00 ,6.00 ,1.00 ,1.00 ,10.00 ,
KFC,Breast,260.00 ,12.00 ,3.00 ,130.00 ,790.00 ,1.00 ,0.00 ,0.00 ,38.00 ,
KFC,Drumstick,100.00 ,6.00 ,1.50 ,55.00 ,260.00 ,0.00 ,0.00 ,0.00 ,11.00 ,
KFC,Thigh,180.00 ,12.00 ,3.50 ,90.00 ,470.00 ,0.00 ,0.00 ,0.00 ,17.00 ,
KFC,Whole Wing,90.00 ,6.00 ,1.50 ,45.00 ,210.00 ,1.00 ,0.00 ,0.00 ,9.00 ,
KFC,Breast,540.00 ,40.00 ,7.00 ,100.00 ,"1,390.00 ",14.00 ,2.00 ,1.00 ,31.00 ,
KFC,Drumstick,190.00 ,14.00 ,2.50 ,40.00 ,510.00 ,6.00 ,1.00 ,0.00 ,9.00 ,
KFC,Thigh,390.00 ,32.00 ,6.00 ,65.00 ,900.00 ,12.00 ,2.00 ,1.00 ,13.00 ,
KFC,Whole Wing,180.00 ,15.00 ,2.50 ,35.00 ,450.00 ,5.00 ,1.00 ,0.00 ,8.00 ,
KFC,EXTRA CRISPY  Chicken Breast,530.00 ,35.00 ,6.00 ,105.00 ,"1,150.00 ",18.00 ,0.00 ,0.00 ,35.00 ,
KFC,EXTRA CRISPY  Chicken Drumstick,170.00 ,12.00 ,2.00 ,50.00 ,390.00 ,5.00 ,0.00 ,0.00 ,10.00 ,
KFC,EXTRA CRISPY  Chicken Thigh,330.00 ,23.00 ,4.50 ,100.00 ,700.00 ,9.00 ,0.00 ,0.00 ,22.00 ,
KFC,EXTRA CRISPY  Chicken Whole Wing,170.00 ,13.00 ,2.00 ,45.00 ,340.00 ,5.00 ,0.00 ,0.00 ,10.00 ,
KFC,KENTUCKY GRILLED CHICKEN Breast,210.00 ,7.00 ,2.00 ,130.00 ,710.00 ,0.00 ,0.00 ,0.00 ,38.00 ,
KFC,KENTUCKY GRILLED CHICKEN Drumstick,80.00 ,4.00 ,1.00 ,55.00 ,220.00 ,0.00 ,0.00 ,0.00 ,11.00 ,
KFC,KENTUCKY GRILLED CHICKEN Thigh,150.00 ,9.00 ,3.00 ,90.00 ,420.00 ,0.00 ,0.00 ,0.00 ,17.00 ,
KFC,KENTUCKY GRILLED CHICKEN Whole Wing,70.00 ,3.00 ,1.00 ,45.00 ,180.00 ,0.00 ,0.00 ,0.00 ,9.00 ,
KFC,SPICY CRISPY CHICKEN Breast,350.00 ,20.00 ,3.50 ,100.00 ,"1,100.00 ",11.00 ,1.00 ,0.00 ,30.00 ,
KFC,SPICY CRISPY CHICKEN Drumstick,130.00 ,8.00 ,1.50 ,40.00 ,420.00 ,5.00 ,1.00 ,0.00 ,9.00 ,
KFC,SPICY CRISPY CHICKEN Thigh,270.00 ,20.00 ,3.50 ,65.00 ,720.00 ,10.00 ,1.00 ,0.00 ,13.00 ,
KFC,SPICY CRISPY CHICKEN Whole Wing,120.00 ,8.00 ,1.50 ,35.00 ,350.00 ,5.00 ,0.00 ,0.00 ,7.00 ,
KFC,EXTRA CRISPY  Tender (each),260.00 ,14.00 ,2.00 ,50.00 ,610.00 ,15.00 ,<1,0.00 ,19.00 ,
KFC,EXTRA CRISPY  Tender (each),220.00 ,16.00 ,2.50 ,25.00 ,460.00 ,9.00 ,<1,0.00 ,10.00 ,
KFC,KENTUCKY FRIED WINGS Buffalo,100.00 ,7.00 ,1.50 ,20.00 ,310.00 ,3.00 ,0.00 ,0.00 ,5.00 ,
KFC,KENTUCKY FRIED WINGS Honey BBQ,100.00 ,6.00 ,1.00 ,20.00 ,210.00 ,8.00 ,0.00 ,4.00 ,5.00 ,
KFC,KENTUCKY FRIED WINGS Nashville Hot,130.00 ,11.00 ,2.00 ,20.00 ,230.00 ,4.00 ,0.00 ,0.00 ,5.00 ,
KFC,KENTUCKY FRIED WINGS Unsauced,80.00 ,6.00 ,1.00 ,20.00 ,150.00 ,3.00 ,0.00 ,0.00 ,5.00 ,
KFC,POPCORN NUGGETS Kids,290.00 ,19.00 ,2.50 ,30.00 ,870.00 ,19.00 ,1.00 ,0.00 ,13.00 ,
KFC,POPCORN NUGGETS Large,620.00 ,39.00 ,5.00 ,65.00 ,"1,820.00 ",39.00 ,2.00 ,0.00 ,27.00 ,
KFC,BBQ Baked Beans,190.00 ,1.00 ,0.00 ,0.00 ,650.00 ,34.00 ,7.00 ,15.00 ,11.00 ,S
KFC,Biscuit,180.00 ,8.00 ,4.50 ,0.00 ,520.00 ,22.00 ,1.00 ,1.00 ,4.00 ,S
KFC,Coleslaw,170.00 ,12.00 ,2.00 ,<5,180.00 ,14.00 ,4.00 ,10.00 ,1.00 ,S
KFC,Corn on the Cob,70.00 ,0.50 ,0.00 ,0.00 ,0.00 ,17.00 ,2.00 ,3.00 ,2.00 ,S
KFC,Green Beans,25.00 ,0.00 ,0.00 ,0.00 ,300.00 ,5.00 ,3.00 ,1.00 ,1.00 ,S
KFC,KFC® Cornbread Muffin,210.00 ,9.00 ,1.50 ,35.00 ,240.00 ,28.00 ,<1,11.00 ,3.00 ,S
KFC,Macaroni & Cheese,140.00 ,6.00 ,1.50 ,<5,590.00 ,17.00 ,1.00 ,2.00 ,5.00 ,S
KFC,Macaroni Salad,140.00 ,8.00 ,1.00 ,15.00 ,290.00 ,14.00 ,0.00 ,9.00 ,1.00 ,S
KFC,Mashed Potatoes,110.00 ,3.50 ,0.50 ,0.00 ,330.00 ,17.00 ,1.00 ,0.00 ,2.00 ,S
KFC,Mashed Potatoes With Gravy,130.00 ,4.50 ,1.00 ,0.00 ,520.00 ,20.00 ,1.00 ,0.00 ,3.00 ,S
KFC,Potato Salad,340.00 ,28.00 ,4.50 ,25.00 ,290.00 ,19.00 ,2.00 ,3.00 ,2.00 ,S
KFC,Secret Recipe Fries,320.00 ,15.00 ,2.00 ,0.00 ,"1,100.00 ",41.00 ,3.00 ,0.00 ,5.00 ,S
KFC,Sweet Kernel Corn,70.00 ,0.50 ,0.00 ,0.00 ,0.00 ,16.00 ,2.00 ,2.00 ,2.00 ,S
KFC,BBQ Baked Beans (Family),830.00 ,5.00 ,1.00 ,0.00 ,"2,810.00 ",148.00 ,31.00 ,63.00 ,47.00 ,S
KFC,Coleslaw (Family),640.00 ,46.00 ,7.00 ,15.00 ,670.00 ,54.00 ,14.00 ,37.00 ,4.00 ,S
KFC,Corn on the Cob (Family),280.00 ,2.00 ,0.00 ,0.00 ,15.00 ,67.00 ,8.00 ,11.00 ,9.00 ,S
KFC,Green Beans (Family),80.00 ,0.00 ,0.00 ,0.00 ,930.00 ,15.00 ,9.00 ,3.00 ,4.00 ,S
KFC,Macaroni & Cheese (Family),540.00 ,23.00 ,6.00 ,10.00 ,"2,220.00 ",66.00 ,5.00 ,8.00 ,18.00 ,S
KFC,Macaroni Salad (Family),480.00 ,28.00 ,3.50 ,55.00 ,990.00 ,50.00 ,0.00 ,30.00 ,3.00 ,S
KFC,Mashed Potatoes (Family),460.00 ,15.00 ,3.00 ,0.00 ,"1,410.00 ",72.00 ,6.00 ,0.00 ,9.00 ,S
KFC,Mashed Potatoes With Gravy (Family),590.00 ,21.00 ,5.00 ,0.00 ,"2,590.00 ",88.00 ,6.00 ,1.00 ,12.00 ,S
KFC,Potato Salad (Family),"1,200.00 ",98.00 ,16.00 ,80.00 ,"1,010.00 ",65.00 ,8.00 ,12.00 ,8.00 ,S
KFC,Secret Recipe Fries (Family),840.00 ,40.00 ,5.00 ,0.00 ,"2,890.00 ",108.00 ,9.00 ,0.00 ,13.00 ,S
KFC,Sweet Kernel Corn (Family),280.00 ,2.50 ,0.00 ,0.00 ,10.00 ,67.00 ,7.00 ,8.00 ,10.00 ,S
KFC,Chicken Littles,300.00 ,15.00 ,2.50 ,30.00 ,620.00 ,27.00 ,1.00 ,3.00 ,14.00 ,
KFC,Chicken Littles – Buffalo,310.00 ,17.00 ,2.50 ,30.00 ,790.00 ,27.00 ,1.00 ,3.00 ,14.00 ,
KFC,Chicken Littles – Honey BBQ,320.00 ,15.00 ,2.50 ,30.00 ,680.00 ,31.00 ,1.00 ,7.00 ,14.00 ,
KFC,Chicken Littles – Nashville Hot,340.00 ,19.00 ,3.00 ,30.00 ,680.00 ,27.00 ,1.00 ,3.00 ,14.00 ,
KFC,Classic Chicken Sandwich,650.00 ,35.00 ,4.50 ,90.00 ,"1,260.00 ",49.00 ,1.00 ,6.00 ,34.00 ,
KFC,Crispy Colonel’s Sandwich,470.00 ,24.00 ,3.50 ,60.00 ,"1,170.00 ",39.00 ,<1,4.00 ,24.00 ,
KFC,Crispy Colonel’s Sandwich – Buffalo,500.00 ,27.00 ,4.00 ,60.00 ,"1,500.00 ",39.00 ,<1,4.00 ,24.00 ,
KFC,Crispy Colonel’s Sandwich – Honey BBQ,510.00 ,25.00 ,3.50 ,60.00 ,"1,290.00 ",48.00 ,<1,12.00 ,24.00 ,
KFC,Crispy Colonel’s Sandwich – Nashville Hot,540.00 ,32.00 ,4.50 ,60.00 ,"1,290.00 ",40.00 ,<1,5.00 ,24.00 ,
KFC,Crispy Twister®,630.00 ,34.00 ,7.00 ,70.00 ,"1,260.00 ",53.00 ,4.00 ,3.00 ,28.00 ,
KFC,Honey BBQ Sandwich,350.00 ,3.50 ,0.50 ,55.00 ,"1,350.00 ",55.00 ,2.00 ,22.00 ,24.00 ,
KFC,Spicy Chicken Sandwich,620.00 ,33.00 ,4.00 ,85.00 ,"2,140.00 ",49.00 ,1.00 ,6.00 ,34.00 ,
KFC,Chicken Pot Pie,720.00 ,41.00 ,25.00 ,80.00 ,"1,750.00 ",60.00 ,7.00 ,5.00 ,26.00 ,
KFC,KFC® Famous Bowl,740.00 ,35.00 ,6.00 ,45.00 ,"2,350.00 ",81.00 ,6.00 ,2.00 ,26.00 ,
KFC,KFC® Famous Bowl – Snack Size,270.00 ,14.00 ,3.50 ,20.00 ,850.00 ,27.00 ,2.00 ,1.00 ,11.00 ,
KFC,Caesar Side Salad,40.00 ,2.00 ,1.00 ,5.00 ,90.00 ,2.00 ,1.00 ,1.00 ,3.00 ,S
KFC,House Side Salad,15.00 ,0.00 ,0.00 ,0.00 ,10.00 ,3.00 ,2.00 ,2.00 ,1.00 ,S
KFC,Country Fried Steak without Peppered White Gravy,360.00 ,24.00 ,7.00 ,35.00 ,750.00 ,22.00 ,2.00 ,0.00 ,13.00 ,
KFC,Country Fried Steak with Peppered White Gravy,390.00 ,26.00 ,7.00 ,35.00 ,910.00 ,26.00 ,2.00 ,0.00 ,13.00 ,
KFC,KFC® Gizzards,300.00 ,16.00 ,2.00 ,210.00 ,770.00 ,18.00 ,<1,0.00 ,20.00 ,
KFC,KFC® Livers,230.00 ,13.00 ,2.50 ,285.00 ,750.00 ,12.00 ,0.00 ,0.00 ,17.00 ,
Taco Bell,Bacon Club Chalupa,440.00 ,27.00 ,5.00 ,50.00 ,840.00 ,31.00 ,2.00 ,3.00 ,20.00 ,
Taco Bell,Loaded Nacho Taco,250.00 ,12.00 ,4.50 ,25.00 ,610.00 ,24.00 ,3.00 ,2.00 ,10.00 ,
Taco Bell,Nacho Fries,320.00 ,18.00 ,1.50 ,<5,630.00 ,35.00 ,4.00 ,2.00 ,4.00 ,S
Taco Bell,Nacho Fries BellGrande®,710.00 ,40.00 ,6.00 ,30.00 ,"1,440.00 ",73.00 ,10.00 ,4.00 ,13.00 ,
Taco Bell,Black Bean Chalupa – Online Exclusive,330.00 ,15.00 ,3.00 ,10.00 ,430.00 ,39.00 ,5.00 ,3.00 ,10.00 ,
Taco Bell,Black Bean Quesarito – Online Exclusive,630.00 ,29.00 ,10.00 ,35.00 ,"1,260.00 ",73.00 ,7.00 ,5.00 ,19.00 ,
Taco Bell,Quesarito – Online Exclusive,650.00 ,33.00 ,12.00 ,55.00 ,"1,390.00 ",67.00 ,6.00 ,5.00 ,22.00 ,
Taco Bell,Chalupa Supreme® – Beef,350.00 ,18.00 ,5.00 ,25.00 ,560.00 ,33.00 ,4.00 ,3.00 ,13.00 ,
Taco Bell,Chalupa Supreme® – Chicken,330.00 ,15.00 ,3.50 ,35.00 ,560.00 ,31.00 ,2.00 ,3.00 ,16.00 ,
Taco Bell,Chalupa Supreme® – Steak,330.00 ,16.00 ,4.00 ,30.00 ,530.00 ,32.00 ,2.00 ,3.00 ,15.00 ,
Taco Bell,Cheesy Gordita Crunch,500.00 ,28.00 ,10.00 ,55.00 ,850.00 ,41.00 ,5.00 ,4.00 ,20.00 ,
Taco Bell,Crunchy Taco,170.00 ,9.00 ,3.50 ,25.00 ,310.00 ,13.00 ,3.00 ,<1,8.00 ,
Taco Bell,Crunchy Taco Supreme®,190.00 ,11.00 ,4.50 ,25.00 ,340.00 ,15.00 ,3.00 ,2.00 ,8.00 ,
Taco Bell,Loaded Nacho Taco (New),250.00 ,12.00 ,4.50 ,25.00 ,610.00 ,24.00 ,3.00 ,2.00 ,10.00 ,
Taco Bell,Nacho Cheese Doritos® Locos Taco,170.00 ,9.00 ,3.50 ,25.00 ,360.00 ,13.00 ,3.00 ,<1,8.00 ,
Taco Bell,Nacho Cheese Doritos® Locos Taco Supreme®,190.00 ,11.00 ,4.50 ,30.00 ,380.00 ,15.00 ,3.00 ,2.00 ,8.00 ,
Taco Bell,Soft Taco – Beef,180.00 ,9.00 ,4.00 ,25.00 ,500.00 ,17.00 ,3.00 ,1.00 ,9.00 ,
Taco Bell,Soft Taco – Chicken,160.00 ,5.00 ,2.50 ,30.00 ,500.00 ,16.00 ,1.00 ,1.00 ,12.00 ,
Taco Bell,Soft Taco – Beef,210.00 ,10.00 ,5.00 ,25.00 ,520.00 ,20.00 ,3.00 ,2.00 ,10.00 ,
Taco Bell,Soft Taco – Chicken,180.00 ,7.00 ,3.50 ,35.00 ,520.00 ,18.00 ,2.00 ,2.00 ,13.00 ,
Taco Bell,Bean Burrito (V),350.00 ,9.00 ,3.50 ,5.00 ,"1,000.00 ",54.00 ,11.00 ,3.00 ,13.00 ,
Taco Bell,Beefy 5-Layer Burrito,490.00 ,18.00 ,7.00 ,30.00 ,"1,250.00 ",63.00 ,9.00 ,5.00 ,18.00 ,
Taco Bell,Burrito Supreme® – Beef,390.00 ,14.00 ,6.00 ,25.00 ,"1,110.00 ",51.00 ,9.00 ,4.00 ,16.00 ,
Taco Bell,Burrito Supreme® – Chicken,370.00 ,11.00 ,4.50 ,35.00 ,"1,110.00 ",49.00 ,8.00 ,4.00 ,19.00 ,
Taco Bell,Burrito Supreme® – Steak,370.00 ,12.00 ,5.00 ,30.00 ,"1,090.00 ",49.00 ,7.00 ,4.00 ,18.00 ,
Taco Bell,Chili Cheese Burrito (regional),370.00 ,17.00 ,8.00 ,35.00 ,970.00 ,40.00 ,4.00 ,2.00 ,16.00 ,
Taco Bell,Quesarito – Beef,650.00 ,33.00 ,12.00 ,55.00 ,"1,390.00 ",67.00 ,6.00 ,5.00 ,22.00 ,
Taco Bell,Quesarito – Chicken,620.00 ,29.00 ,11.00 ,65.00 ,"1,390.00 ",66.00 ,4.00 ,4.00 ,25.00 ,
Taco Bell,Quesarito – Steak,630.00 ,30.00 ,11.00 ,60.00 ,"1,370.00 ",66.00 ,4.00 ,4.00 ,24.00 ,
Taco Bell,Chips and Nacho Cheese Sauce (V),220.00 ,13.00 ,1.50 ,<5,250.00 ,24.00 ,2.00 ,2.00 ,2.00 ,S
Taco Bell,Nacho Fries (V) (New),320.00 ,18.00 ,1.50 ,<5,630.00 ,35.00 ,4.00 ,2.00 ,4.00 ,S
Taco Bell,Nacho Fries BellGrande® (New),710.00 ,40.00 ,6.00 ,30.00 ,"1,440.00 ",73.00 ,10.00 ,4.00 ,13.00 ,
Taco Bell,Nachos BellGrande® – Beef,740.00 ,38.00 ,7.00 ,25.00 ,"1,050.00 ",82.00 ,15.00 ,5.00 ,16.00 ,
Taco Bell,Nachos BellGrande® – Chicken,720.00 ,35.00 ,6.00 ,35.00 ,"1,050.00 ",81.00 ,14.00 ,5.00 ,20.00 ,
Taco Bell,Nachos BellGrande® – Steak,720.00 ,36.00 ,6.00 ,30.00 ,"1,030.00 ",81.00 ,14.00 ,5.00 ,19.00 ,
Taco Bell,Beef Quesarito,650.00 ,33.00 ,12.00 ,55.00 ,"1,390.00 ",67.00 ,6.00 ,5.00 ,22.00 ,
