Combinations,Calories,Total Fat,Saturated Fat,Cholestorol,Protein,Carbs,Sodium,Fiber,Sugars
"Chipotle - Tortilla burrito - Carb, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top",680.0,32.0,10.5,140.0,39.0,53.0,1370.0,3.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro",600.0,16.5,3.0,80.0,37.0,73.0,1140.0,11.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",500.0,17.5,7.5,65.0,30.0,56.0,1130.0,4.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Chips regular - Side",1090.0,44.5,8.0,65.0,42.0,131.0,1240.0,16.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro",610.0,19.5,5.5,100.0,42.0,68.0,1450.0,9.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side",1070.0,49.0,8.5,105.0,40.0,117.0,1430.0,10.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Queso Blanco (Side) - Top",700.0,35.5,10.0,185.0,48.0,52.0,1130.0,6.0,6.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Cheese - Top",525.0,19.0,3.5,155.0,42.0,45.0,1400.0,2.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",570.0,13.0,3.0,80.0,36.0,78.0,1220.0,13.0,5.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro",600.0,16.5,3.0,80.0,37.0,72.0,1140.0,12.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Guacomole (Side) - Top",620.0,34.0,10.5,80.0,27.0,49.0,1390.0,10.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Guacomole - Top, Chipotle - Romaine Lettuce - Top",825.0,56.0,7.0,80.0,29.0,54.0,1260.0,16.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top",665.0,36.0,14.0,125.0,37.0,44.0,1130.0,3.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Queso Blanco (Entree) - Top",600.0,29.0,13.0,130.0,39.0,46.0,1330.0,3.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Cheese - Top",490.0,20.0,3.5,110.0,32.0,43.0,860.0,4.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Chips regular - Side",920.0,37.0,3.5,80.0,33.0,115.0,1060.0,11.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Guacomole (Side) - Top",595.0,41.0,9.5,0.0,13.0,50.0,1190.0,12.0,8.0
"Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top",550.0,24.0,11.0,155.0,44.0,44.0,1040.0,2.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",560.0,21.5,6.0,100.0,37.0,58.0,1410.0,6.0,6.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top",750.0,36.5,11.0,125.0,46.0,65.0,1080.0,16.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top",630.0,36.0,10.5,80.0,30.0,49.0,1180.0,9.0,1.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top",635.0,17.5,3.5,125.0,48.0,72.0,1120.0,12.0,1.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top",690.0,32.0,8.0,150.0,37.0,54.0,1150.0,4.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top",650.0,29.0,9.5,185.0,47.0,52.0,1300.0,2.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top",490.0,19.0,3.0,95.0,34.0,43.0,1070.0,2.0,0.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",575.0,17.5,3.0,65.0,35.0,69.0,1460.0,8.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro",500.0,16.5,3.5,80.0,33.0,56.0,690.0,13.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Chips large - Side",1300.0,59.0,7.0,95.0,45.0,149.0,1500.0,14.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Guacomole (Side) - Top",600.0,41.0,9.5,0.0,14.0,51.0,1080.0,13.0,8.0
"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",565.0,16.5,3.5,65.0,39.0,67.0,1480.0,11.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Queso Blanco (Side) - Top",710.0,41.0,12.0,160.0,43.0,42.0,1380.0,4.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Cheese - Top",530.0,19.0,3.5,155.0,42.0,45.0,1350.0,2.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Tomatillo-Green Chili Salsa - Top",445.0,16.5,3.5,80.0,27.0,50.0,920.0,7.0,6.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Guacomole (Side) - Top",700.0,42.0,10.5,110.0,33.0,46.0,1080.0,9.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips large - Side",1350.0,65.0,18.5,95.0,43.0,150.0,1480.0,13.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top",535.0,17.5,4.0,125.0,43.0,55.0,1070.0,11.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top",590.0,28.0,8.0,95.0,37.0,46.0,1270.0,3.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",580.0,17.5,3.5,125.0,43.0,66.0,1240.0,6.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side",990.0,40.0,4.0,125.0,47.0,118.0,1330.0,10.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top",720.0,33.5,10.0,80.0,35.0,71.0,1260.0,15.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Queso Blanco (Side) - Top",710.0,30.5,9.5,185.0,49.0,63.0,1480.0,4.0,6.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Chips large - Side",1190.0,48.0,6.5,80.0,37.0,156.0,1420.0,14.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Queso Blanco (Side) - Top",820.0,42.5,12.0,160.0,50.0,58.0,1440.0,11.0,3.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top",580.0,27.0,2.0,30.0,22.0,60.0,1350.0,6.0,5.0
"Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips large - Side",1350.0,62.0,12.5,165.0,52.0,152.0,1410.0,13.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Sour Cream - Top",540.0,23.0,8.5,120.0,30.0,47.0,1340.0,4.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro",440.0,16.0,7.5,65.0,28.0,45.0,950.0,2.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top",415.0,11.0,3.5,125.0,37.0,46.0,810.0,3.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top",535.0,29.0,8.0,95.0,32.0,34.0,900.0,3.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Tomatillo-Green Chili Salsa - Top",430.0,11.0,3.5,125.0,36.0,48.0,1470.0,2.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top",500.0,22.0,10.5,95.0,33.0,42.0,970.0,3.0,1.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",545.0,15.5,3.5,80.0,36.0,67.0,1280.0,10.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top",385.0,14.0,2.0,0.0,13.0,55.0,1060.0,6.0,7.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top",580.0,33.0,15.5,150.0,31.0,36.0,610.0,4.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",570.0,13.0,3.0,80.0,36.0,79.0,1220.0,12.0,6.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Sour Cream - Top",555.0,27.0,13.0,105.0,29.0,42.0,1220.0,3.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",495.0,22.0,8.5,105.0,30.0,41.0,750.0,4.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top",575.0,26.0,5.5,130.0,39.0,43.0,1280.0,2.0,0.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Side) - Top",730.0,38.0,14.0,165.0,40.0,51.0,1400.0,2.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",390.0,16.0,2.5,0.0,12.0,49.0,1250.0,6.0,5.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Chips regular - Side",1120.0,62.0,10.5,80.0,33.0,111.0,1090.0,17.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Guacomole - Top",940.0,60.5,7.0,80.0,36.0,67.0,1280.0,24.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Romaine Lettuce - Top",425.0,11.0,3.5,125.0,36.0,45.0,1160.0,3.0,0.0
"Chipotle - Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top",650.0,33.0,15.5,135.0,38.0,48.0,1290.0,3.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",620.0,26.5,14.5,95.0,35.0,60.0,1380.0,4.0,5.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side",1000.0,53.0,7.5,40.0,20.0,113.0,980.0,13.0,8.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Queso Blanco (Side) - Top",660.0,31.0,10.0,185.0,46.0,47.0,1490.0,3.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",565.0,19.5,8.0,65.0,35.0,61.0,1110.0,10.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",525.0,17.5,4.0,125.0,43.0,54.0,780.0,11.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Fresh Tomato Salsa - Top",465.0,16.0,7.5,65.0,28.0,49.0,1500.0,3.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Side) - Top",710.0,37.0,14.0,180.0,37.0,50.0,1200.0,2.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Chips regular - Side",920.0,39.0,2.0,0.0,20.0,127.0,1450.0,12.0,8.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",560.0,24.5,9.0,30.0,20.0,69.0,1490.0,7.0,10.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Side) - Top",720.0,42.0,9.5,155.0,43.0,39.0,1210.0,4.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",515.0,20.0,10.0,95.0,33.0,50.0,1390.0,2.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top",720.0,35.5,10.5,80.0,35.0,67.0,1100.0,16.0,3.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",555.0,16.5,3.0,80.0,32.0,68.0,1260.0,8.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top, Chipotle - Guacomole (Side) - Top",690.0,50.0,14.5,40.0,15.0,48.0,960.0,12.0,8.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro",520.0,17.5,3.5,65.0,36.0,58.0,890.0,12.0,4.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro",600.0,20.5,2.0,0.0,24.0,80.0,1370.0,14.0,6.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Chips regular - Side",955.0,38.0,4.0,125.0,43.0,113.0,1440.0,10.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Romaine Lettuce - Top",625.0,35.0,11.0,125.0,38.0,45.0,870.0,9.0,1.0
"Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips regular - Side",1060.0,48.0,10.5,110.0,40.0,118.0,1450.0,10.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top",600.0,28.0,7.0,40.0,19.0,66.0,1340.0,7.0,9.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side",1030.0,45.0,8.0,105.0,37.0,117.0,1300.0,9.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Sour Cream - Top",585.0,32.0,11.0,140.0,34.0,36.0,1320.0,4.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Chips large - Side",1290.0,58.5,6.0,0.0,30.0,170.0,1360.0,24.0,9.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",555.0,22.5,8.0,65.0,34.0,55.0,920.0,10.0,4.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top",720.0,25.5,10.0,110.0,42.0,76.0,1390.0,12.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Guacomole (Side) - Top",740.0,44.0,10.5,110.0,36.0,50.0,1370.0,9.0,1.0
"Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Sour Cream - Top",570.0,24.0,9.0,165.0,41.0,46.0,1320.0,3.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top",630.0,23.5,9.0,165.0,46.0,60.0,740.0,9.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Chips large - Side",1280.0,58.0,7.0,110.0,42.0,148.0,1300.0,14.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips large - Side",1280.0,62.0,14.0,110.0,40.0,144.0,1170.0,15.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",490.0,20.0,6.0,100.0,33.0,41.0,1430.0,3.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Cheese - Top",620.0,25.5,4.0,155.0,49.0,52.0,710.0,10.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Chips regular - Side",1030.0,44.0,3.0,95.0,41.0,116.0,1460.0,9.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Guacomole (Side) - Top",740.0,34.5,10.0,65.0,38.0,71.0,1460.0,16.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",555.0,27.0,15.0,95.0,32.0,44.0,1150.0,2.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Chips regular - Side",1190.0,64.0,14.0,125.0,43.0,109.0,1330.0,10.0,3.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Cheese - Top",740.0,25.5,3.5,155.0,54.0,73.0,1310.0,10.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top",590.0,28.0,15.0,150.0,32.0,47.0,960.0,2.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top",500.0,21.0,4.0,155.0,42.0,37.0,690.0,2.0,0.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Side) - Top",730.0,40.0,14.5,165.0,40.0,47.0,1240.0,3.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Chips regular - Side",1020.0,41.5,3.5,80.0,39.0,125.0,930.0,18.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",535.0,24.5,6.0,100.0,35.0,47.0,1070.0,7.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side",895.0,44.0,2.5,0.0,18.0,112.0,950.0,14.0,6.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top",655.0,29.0,7.5,95.0,37.0,55.0,1500.0,3.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro",490.0,17.5,2.5,0.0,20.0,66.0,960.0,13.0,6.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Tomatillo-Red Chili Salsa - Top",465.0,18.0,8.0,65.0,27.0,44.0,1400.0,3.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Roasted Chili-Corn Salsa - Top",485.0,17.5,4.0,125.0,38.0,49.0,1190.0,7.0,5.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Sour Cream - Top",610.0,24.0,8.0,120.0,31.0,57.0,1460.0,5.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Entree) - Top",660.0,31.5,15.0,95.0,39.0,55.0,910.0,10.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chips large - Side",1240.0,54.5,7.0,80.0,38.0,156.0,1250.0,18.0,6.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top",655.0,30.0,12.5,105.0,33.0,56.0,1340.0,3.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Queso Blanco (Entree) - Top",570.0,32.0,13.0,130.0,37.0,34.0,990.0,3.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Tomatillo-Red Chili Salsa - Top",415.0,16.0,3.5,65.0,27.0,39.0,1290.0,5.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",540.0,14.5,3.5,65.0,36.0,63.0,1430.0,12.0,1.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",710.0,19.0,3.5,125.0,51.0,88.0,1450.0,13.0,6.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Queso Blanco (Side) - Top",730.0,43.0,16.5,155.0,42.0,42.0,1270.0,4.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top",760.0,37.5,10.5,80.0,38.0,71.0,1390.0,16.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top",690.0,33.0,10.0,185.0,50.0,52.0,1430.0,3.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Queso Blanco (Entree) - Top",720.0,47.0,17.5,95.0,34.0,43.0,1150.0,10.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Fresh Tomato Salsa - Top",535.0,14.5,3.5,65.0,36.0,63.0,1480.0,12.0,2.0
